10
0|100|0.07|2<5<7|
1|100.1|0.07|2<5<7|
2|100.2|0.07|2<5<7|
3|100.3|0.07|2<5<7|
4|100.4|0.07|2<5<7|
5|100.5|0.07|2<5<7|
6|100.6|0.07|2<5<7|
7|100.7|0.07|2<5<7|
8|100.8|0.07|2<5<7|
9|100.9|0.07|2<5<7|
10|101|0.07|2<5<7|
11|200|0.02|3|
12|201|0.02|3|
13|202|0.02|3|
14|203|0.02|3|
15|204|0.02|3|
16|205|0.02|3|
17|206|0.02|3|
18|207|0.02|3|
19|208|0.02|3|
20|209|0.02|3|
21|300|0.01|3|
22|300.01|0.01|3|
23|300.02|0.01|3|
24|300.03|0.01|3|
25|300.04|0.01|3|
26|300.05|0.01|3|
27|300.06|0.01|3|
28|300.07|0.01|3|
29|300.08|0.01|3|
30|300.09|0.01|3|
31|300.1|0.01|3|
32|300.11|0.01|3|
33|300.12|0.01|3|
34|300.13|0.01|1<7|
35|300.14|0.01|1<7|
36|300.15|0.01|1<7|
37|300.16|0.01|1<7|
38|300.17|0.01|1<7|
39|300.18|0.01|1<7|
40|300.19|0.01|1<7|
41|300.2|0.01|1<7|
42|300.21|0.01|1<7|
43|300.22|0.01|1<7|
44|300.23|0.01|1<7|
45|300.24|0.01|1<7|
46|300.25|0.01|1<7|
47|300.26|0.01|1<7|
48|300.27|0.01|1<7|
49|300.28|0.01|1<7|
50|300.29|0.01|1<7|
51|300.3|0.01|1<7|
52|300.31|0.01|1<7|
53|50|0.1|0<5|
54|50.1|0.1|0<5|
55|50.2|0.1|0<5|
56|50.3|0.1|0<5|
57|50.4|0.1|0<5|
58|1000|0.0006|0<5|
59|1001|0.0006|0<5|
60|1002|0.0006|0<5|
61|1003|0.0006|0<5|
62|1004|0.0006|0<5|
63|1005|0.0006|0<5|
64|1006|0.0006|0<5|
65|1007|0.0006|0<5|
66|1008|0.0006|0<5|
67|1009|0.0006|0<5|
68|1010|0.0006|0<5|
69|1011|0.0006|5<9<2<3|
70|1012|0.0006|5<9<2<3|
71|1013|0.0006|5<9<2<3|
72|1014|0.0006|5<9<2<3|
73|1015|0.0006|5<9<2<3|
74|1016|0.0006|5<9<2<3|
75|1017|0.0006|5<9<2<3|
76|1018|0.0006|5<9<2<3|
77|1019|0.0006|5<9<2<3|
78|1020|0.0006|5<9<2<3|
79|1021|0.0006|5<9<2<3|
80|1022|0.0006|5<9<2<3|
81|1023|0.0006|5<9<2<3|
82|1024|0.0006|5<9<2<3|
83|1025|0.0006|5<9<2<3|
84|1026|0.0006|5<9<2<3|
85|1027|0.0006|5<9<2<3|
86|1028|0.0006|5<9<2<3|
87|1029|0.0006|5<9<2<3|
88|1030|0.0006|5<9<2<3|
89|1031|0.0006|5<9<2<3|
90|1032|0.0006|5<9<2<3|
91|1033|0.0006|5<9<2<3|
92|1034|0.0006|1<2<3<4<6<8|
93|1035|0.0006|1<2<3<4<6<8|
94|1036|0.0006|1<2<3<4<6<8|
95|1037|0.0006|1<2<3<4<6<8|
96|1038|0.0006|1<2<3<4<6<8|
97|1039|0.0006|1<2<3<4<6<8|
98|1040|0.0006|1<2<3<4<6<8|
99|1041|0.0006|1<2<3<4<6<8|
100|1042|0.0006|1<2<3<4<6<8|
101|1043|0.0006|1<2<3<4<6<8|
102|1044|0.0006|1<2<3<4<6<8|
103|1045|0.0006|1<2<3<4<6<8|
104|1046|0.0006|1<2<3<4<6<8|
105|1047|0.0006|1<2<3<4<6<8|
106|500|0.005|1<2<3<4<6<8|
107|500.03|0.005|1<2<3<4<6<8|
108|500.06|0.005|1<2<3<4<6<8|
109|500.09|0.005|1<2<3<4<6<8|
110|500.12|0.005|1<2<3<4<6<8|
111|500.15|0.005|1<2<3<4<6<8|
112|500.18|0.005|1<2<3<4<6<8|
113|500.21|0.005|1<2<3<4<6<8|
114|500.24|0.005|1<2<3<4<6<8|
115|500.27|0.005|1<2<3<4<6<8|
116|500.3|0.005|1<2<3<4<6<8|
117|500.33|0.005|1<2<3<4<6<8|
118|500.36|0.005|1<2<3<4<6<8|
119|500.39|0.005|1<2<3<4<6<8|
120|500.42|0.005|1<2<3<4<6<8|
121|15000|0.001|1<2<3<4<6<8|
122|15001|0.001|1<2<3<4<6<8|
123|15002|0.001|1<2<3<4<6<8|
124|15003|0.001|1<2<3<4<6<8|
125|15004|0.001|1<2<3<4<6<8|
126|15005|0.001|1<2<3<4<6<8|
127|15006|0.001|1<2<3<4<6<8|
128|2000|0.0001|1<2<3<4<6<8|
129|2004|0.0001||
130|2008|0.0001||
131|2012|0.0001||
132|2016|0.0001||
133|2020|0.0001||
134|2024|0.0001||
135|2028|0.0001||
136|2032|0.0001||
137|2036|0.0001||
138|2040|0.0001||
139|2044|0.0001||
140|2048|0.0001||
141|2052|0.0001||
142|2056|0.0001||
143|2060|0.0001||
144|2064|0.0001||
145|2068|0.0001||
146|2072|0.0001||
147|2076|0.0001||
148|2080|0.0001||
149|2084|0.0001||
150|2088|0.0001||
151|2092|0.0001||
152|2096|0.0001||
153|2100|0.0001||
154|2104|0.0001||
155|2108|0.0001||
156|2112|0.0001||
157|2116|0.0001||
158|2120|0.0001||
159|2124|0.0001||
160|2128|0.0001||
161|2132|0.0001||
162|2136|0.0001||
163|2140|0.0001||
