0|200|0.01
1|200.1|0.01
2|200.2|0.01
3|200.3|0.01
4|200.4|0.01
5|200.5|0.01
6|200.6|0.01
7|200.7|0.01
8|200.8|0.01
9|200.9|0.01
10|201|0.01
11|300|0.003
12|300.01|0.003
13|300.02|0.003
14|300.03|0.003
15|300.04|0.003
16|300.05|0.003
17|300.06|0.003
18|300.07|0.003
19|300.08|0.003
20|300.09|0.003
21|300.1|0.003
22|300.11|0.003
23|300.12|0.003
24|300.13|0.003
25|300.14|0.003
26|300.15|0.003
27|300.16|0.003
28|300.17|0.003
29|300.18|0.003
30|300.19|0.003
31|300.2|0.003
32|300.21|0.003
33|300.22|0.003
34|300.23|0.003
35|300.24|0.003
36|300.25|0.003
37|300.26|0.003
38|300.27|0.003
39|300.28|0.003
40|300.29|0.003
41|300.3|0.003
42|300.31|0.003
43|300.32|0.003
44|300.33|0.003
45|300.34|0.003
46|300.35|0.003
47|300.36|0.003
48|300.37|0.003
49|300.38|0.003
50|300.39|0.003
51|300.4|0.003
52|100|0.015
53|100.1|0.015
54|100.2|0.015
55|100.3|0.015
56|100.4|0.015
57|100.5|0.015
58|100.6|0.015
59|100.7|0.015
60|100.8|0.015
61|400|0.0005
62|401|0.0005
63|402|0.0005
64|403|0.0005
65|404|0.0005
66|405|0.0005
67|406|0.0005
68|407|0.0005
69|408|0.0005
70|409|0.0005
71|410|0.0005
72|411|0.0005
73|412|0.0005
74|413|0.0005
75|414|0.0005
76|415|0.0005
77|416|0.0005
78|417|0.0005
79|418|0.0005
80|419|0.0005
81|420|0.0005
82|421|0.0005
83|422|0.0005
84|423|0.0005
85|424|0.0005
86|425|0.0005
87|426|0.0005
88|427|0.0005
89|428|0.0005
90|500|0.0004
91|500.001|0.0004
92|500.002|0.0004
93|500.003|0.0004
94|500.004|0.0004
95|500.005|0.0004
96|500.006|0.0004
97|500.007|0.0004
98|500.008|0.0004
99|500.009|0.0004
100|500.01|0.0004
101|500.011|0.0004
102|500.012|0.0004
103|500.013|0.0004
104|500.014|0.0004
105|500.015|0.0004
106|10000|0.00001
107|10001|0.00001
108|10002|0.00001
109|10003|0.00001
110|10004|0.00001
111|10005|0.00001
112|10006|0.00001
113|10007|0.00001
114|10008|0.00001
115|10009|0.00001
116|10010|0.00001
117|10011|0.00001
118|10012|0.00001
119|10013|0.00001
120|10014|0.00001
121|10015|0.00001
122|10016|0.00001
123|10017|0.00001
124|10018|0.00001
125|10019|0.00001
126|10020|0.00001
127|10021|0.00001
128|10022|0.00001
129|10023|0.00001
130|10024|0.00001
131|10025|0.00001
132|10026|0.00001
133|10027|0.00001
134|10028|0.00001
135|10029|0.00001
136|10030|0.00001
137|10031|0.00001
138|10032|0.00001
139|10033|0.00001
140|10034|0.00001
141|10035|0.00001
142|10036|0.00001
143|10037|0.00001
144|10038|0.00001
145|10039|0.00001
146|10040|0.00001
147|10041|0.00001
148|10042|0.00001
149|10043|0.00001
150|10044|0.00001
151|10045|0.00001
152|10046|0.00001
153|10047|0.00001
154|10048|0.00001
155|10049|0.00001
156|10050|0.00001
157|10051|0.00001
158|10052|0.00001
159|50|0.03
160|50.2|0.03
161|50.4|0.03
162|50.6|0.03
163|50.8|0.03
164|51|0.03
165|1200|0.00005
166|1201|0.00005
167|1202|0.00005
168|1203|0.00005
169|1204|0.00005
170|1205|0.00005
171|1206|0.00005
172|1207|0.00005
173|1208|0.00005
174|1209|0.00005
175|1210|0.00005
176|1211|0.00005
177|1212|0.00005
178|600|0.0006
179|600.03|0.0006
180|600.06|0.0006
181|600.09|0.0006
182|600.12|0.0006
183|600.15|0.0006
184|600.18|0.0006
185|600.21|0.0006
186|600.24|0.0006
187|600.27|0.0006
188|600.3|0.0006
189|600.33|0.0006
190|600.36|0.0006
191|600.39|0.0006
192|600.42|0.0006
193|600.45|0.0006
194|600.48|0.0006
195|600.51|0.0006
196|600.54|0.0006
197|600.57|0.0006
198|600.6|0.0006
199|6000|0.00005
200|6000.7|0.00005
201|6001.4|0.00005
202|6002.1|0.00005
203|6002.8|0.00005
204|6003.5|0.00005
205|6004.2|0.00005
206|6004.9|0.00005
207|6005.6|0.00005
208|6006.3|0.00005
209|6007|0.00005
210|6007.7|0.00005
211|6008.4|0.00005
212|3000|0.00001
213|3002|0.00001
214|3004|0.00001
215|3006|0.00001
216|3008|0.00001
217|3010|0.00001
218|3012|0.00001
219|3014|0.00001
220|3016|0.00001
221|3018|0.00001
222|3020|0.00001
223|3022|0.00001
224|3024|0.00001
225|3026|0.00001
226|3028|0.00001
227|3030|0.00001
228|3032|0.00001
229|3034|0.00001
230|3036|0.00001
231|12000|0.00001
232|12000.1|0.00001
233|12000.2|0.00001
234|12000.3|0.00001
235|12000.4|0.00001
236|12000.5|0.00001
237|12000.6|0.00001
238|12000.7|0.00001
239|12000.8|0.00001
240|12000.9|0.00001
241|0|0
242|0|0
243|0|0
244|0|0
245|0|0
246|0|0
247|0|0
248|0|0
249|0|0
